,T6,,,,,,,,,T8,,,,,,,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
Frame,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1868,-81.8564,12.9698,1772.65,-95.4606,24.4241,1756.17,-77.5798,16.8211,1748.79,99.055,101.185,1732.97,101.009,101.492,1714.14,81.3256,106.358,1724
1869,-81.7397,12.6925,1772.36,-95.3292,24.0872,1755.87,-77.4401,16.6274,1748.46,99.7711,96.965,1733.48,101.986,97.2731,1714.64,82.1554,101.989,1724.75
1870,-81.614,12.446,1772.05,-95.2752,23.6662,1755.48,-77.3259,16.3067,1748.1,100.18,92.1914,1734.21,102.563,92.9174,1715.15,83.1242,97.8269,1725.15
1871,-81.5706,12.1202,1771.58,-95.1516,23.3884,1755.11,-77.3864,15.7678,1747.77,101.646,88.1066,1734.64,103.045,88.5476,1715.77,83.426,93.4804,1725.72
1872,-81.51,11.7375,1771.17,-95.1338,23.1782,1754.5,-77.3269,15.399,1747.34,102.147,83.7531,1735,103.898,84.3801,1716.08,84.0435,89.2753,1726.19
1873,-81.5567,11.4461,1770.71,-95.1872,22.7125,1754.11,-77.1947,15.3789,1746.76,102.681,79.3789,1735.16,104.279,80.0777,1716.4,84.8906,85.0862,1726.61
1874,-81.6026,11.1998,1770.15,-95.1754,22.5554,1753.61,-77.0881,15.2002,1746.3,103.306,74.8481,1735.37,104.816,75.8481,1716.83,85.2785,80.8447,1726.94
1875,-81.7451,11.0201,1769.6,-95.1918,22.3603,1752.94,-77.1759,15.0407,1745.74,103.622,70.4338,1735.61,105.677,71.6837,1717.08,86.0441,76.7718,1727.23
1876,-81.9022,10.8317,1769.07,-95.2569,22.2324,1752.44,-77.36,14.7005,1745.3,104.125,66.125,1735.78,106.277,67.4679,1717.25,86.8876,72.6096,1727.52
1877,-82.045,10.7254,1768.6,-95.3624,22.1413,1751.81,-77.407,14.6631,1744.62,104.938,62.371,1736.04,106.754,63.2637,1717.32,87.3843,68.2158,1727.79
1878,-82.1639,10.669,1768.09,-95.2962,22.1709,1751.43,-77.3334,14.699,1744.25,105.335,57.7444,1736.35,107.639,59.2339,1717.39,88.0969,64.4931,1727.85
1879,-82.262,10.6081,1767.62,-95.3878,22.1017,1750.78,-77.5161,14.3768,1743.77,105.979,53.7899,1736.37,108.203,55.1926,1717.47,88.9267,60.0901,1727.81
1880,-82.3394,10.5551,1767.04,-95.3471,22.0693,1750.4,-76.8529,15.3159,1743.3,106.773,49.647,1736.37,108.635,51.2244,1717.28,89.4892,56.6432,1727.84
1881,-82.4029,10.4449,1766.5,-95.5281,22.0022,1749.66,-76.8505,15.3037,1742.85,107.053,45.8308,1736.17,109.311,47.4223,1717.06,89.9802,52.4871,1727.92
1882,-82.4683,10.4717,1765.96,-95.4328,22.0162,1749.19,-76.8803,15.2505,1742.19,107.568,41.8513,1735.93,109.878,43.5008,1716.98,90.5821,48.9846,1727.84
1883,-82.5422,10.4446,1765.43,-95.5301,22.1021,1748.46,-77.4221,14.5642,1741.56,108.302,38.152,1735.54,110.167,39.6283,1716.75,91.7576,45.4963,1727.59
1884,-82.6253,10.4221,1764.91,-95.5222,22.1442,1748.01,-77.4664,14.5554,1741.1,108.592,34.3124,1735.24,110.753,35.9639,1716.51,92.0878,41.6376,1727.14
1885,-82.7486,10.4214,1764.39,-95.6466,22.0916,1747.45,-77.0787,15.2779,1740.7,108.818,30.6107,1734.83,111.195,32.4962,1716.19,92.1768,38.1675,1726.76
1886,-82.8384,10.4998,1763.91,-95.7556,22.0911,1746.95,-77.1204,15.2675,1740.15,109.491,27.0461,1734.44,111.445,28.835,1715.81,92.4624,34.4644,1726.3
1887,-82.9518,10.5606,1763.26,-95.8352,22.0736,1746.27,-77.1474,15.3268,1739.58,110.014,23.5678,1734.11,111.663,25.3347,1715.27,92.9707,31.3332,1726.34
1888,-83.143,10.5593,1762.61,-95.8481,22.1373,1745.73,-77.2394,15.3356,1739.01,109.956,19.983,1733.7,112.306,22.0418,1714.87,93.3304,28.1021,1726.15
1889,-83.4022,10.4839,1762,-95.9706,22.2369,1744.8,-77.346,15.312,1738.36,110.198,16.6801,1733.19,112.393,18.6855,1714.41,93.5857,24.8292,1725.77
1890,-83.5859,10.4602,1761.44,-96.2101,22.0305,1744.34,-77.51,15.2849,1737.78,110.755,13.5063,1732.81,112.356,15.566,1714.02,94.1552,22.0206,1725.43
1891,-83.7696,10.4453,1760.87,-96.3921,22.0399,1743.63,-77.6273,15.274,1737.14,110.73,10.4388,1732.48,112.809,12.5376,1713.8,94.2444,19.0727,1724.9
1892,-83.9915,10.4642,1760.26,-96.653,22.0098,1743.09,-77.8727,15.2209,1736.58,110.708,7.20975,1732.24,112.867,9.71629,1713.46,94.1463,16.1793,1724.76
1893,-84.3756,10.4055,1759.63,-97.0066,21.8746,1742.47,-78.216,15.1278,1735.98,110.88,4.42323,1731.88,112.62,6.79343,1713.15,94.3979,13.3973,1724.56
1894,-84.7503,10.3541,1759.07,-97.3166,21.8947,1741.9,-78.5334,15.0634,1735.43,110.882,1.79592,1731.68,112.697,4.13671,1712.87,94.7136,10.8722,1724.34
1895,-85.0853,10.3353,1758.38,-97.6574,21.8075,1741.16,-78.8072,15.0906,1734.77,110.747,-0.878981,1731.46,112.892,1.54477,1712.63,94.6299,8.32599,1724.14
1896,-85.6032,10.1697,1757.75,-98.0286,21.7369,1740.5,-79.213,14.9065,1734.14,110.761,-3.52282,1731.22,112.754,-0.97471,1712.46,94.4313,5.91351,1723.88
1897,-85.991,10.0254,1757.08,-98.34,21.6043,1739.81,-79.6473,14.7133,1733.49,111.009,-5.83024,1731.08,112.579,-3.42506,1712.26,94.7107,3.72866,1723.84
1898,-86.3104,9.80945,1756.38,-98.5343,21.3836,1739.02,-79.8565,14.4873,1732.82,110.672,-8.19188,1730.95,112.645,-5.73196,1712.11,94.8614,1.56703,1723.73
1899,-86.5795,9.51941,1755.73,-98.8767,21.1482,1738.32,-80.0523,14.2984,1732.17,110.463,-10.4697,1730.84,112.744,-7.87385,1712.17,94.4443,-0.677441,1723.65
1900,-86.941,9.26658,1755.06,-99.1886,20.7973,1737.67,-80.3738,13.9737,1731.51,110.449,-12.5718,1730.83,112.288,-10.0805,1712.07,95.4406,-2.1313,1723.58
1901,-87.2838,9.03573,1754.39,-99.465,20.6113,1736.96,-80.6788,13.7579,1730.83,110.217,-14.5615,1730.87,112.015,-12.0238,1711.93,94.8,-4.21356,1723.38
1902,-87.5462,8.87356,1753.6,-99.7439,20.3992,1736.37,-80.9619,13.5565,1730.12,109.804,-16.5608,1730.82,111.992,-13.9253,1711.96,94.5087,-6.12662,1723.28
1903,-87.9786,8.60303,1752.9,-100.022,20.2027,1735.51,-81.2451,13.3299,1729.39,109.576,-18.3706,1730.78,111.816,-15.7691,1711.95,93.9129,-8.01642,1723.27
1904,-88.3485,8.30297,1752.19,-100.327,19.9283,1734.8,-81.4511,13.1905,1728.68,109.389,-20.0382,1730.84,111.516,-17.5748,1712.07,93.3006,-9.85597,1723.13
1905,-88.5428,8.21779,1751.45,-100.587,19.804,1734.05,-81.6777,12.9168,1727.95,109.111,-21.6778,1730.87,111.183,-19.1692,1712.02,92.8513,-11.4781,1723.07
1906,-88.7599,7.91312,1750.73,-100.659,19.7145,1733.14,-81.7914,12.7337,1727.22,108.787,-23.3126,1730.89,111.008,-20.746,1712.03,92.6242,-12.8947,1723.15
1907,-88.8669,7.65983,1750.09,-100.673,19.4158,1732.5,-81.9259,12.4388,1726.59,108.441,-24.6878,1730.98,110.818,-22.2069,1712.07,93.1376,-14.0041,1723.66
1908,-88.8955,7.44259,1749.4,-100.765,19.2688,1731.76,-81.858,12.181,1725.92,108.102,-26.085,1730.99,110.423,-23.5412,1712.13,92.7217,-15.2099,1723.56
1909,-88.877,7.30102,1748.68,-100.714,19.0534,1731.13,-81.8053,12.0679,1725.26,107.838,-27.2478,1731.06,110.307,-24.8159,1712.18,92.4425,-16.4641,1723.61
1910,-88.8441,7.01718,1748.04,-100.52,18.8748,1730.47,-81.6721,11.8499,1724.57,107.395,-28.5672,1731.24,109.981,-25.9067,1712.32,92.2437,-17.4465,1723.67
1911,-88.6927,6.82651,1747.46,-100.369,18.5471,1729.73,-81.462,11.6269,1724,107.204,-29.4826,1731.26,109.711,-27.0592,1712.38,92.2226,-18.3597,1723.78
1912,-88.5284,6.65119,1746.84,-100.159,18.3935,1729.18,-81.2549,11.4242,1723.37,107.051,-30.4069,1731.4,109.463,-27.9687,1712.49,92.0258,-19.2186,1723.81
1913,-88.1362,6.5895,1746.11,-99.79,18.3709,1728.56,-81.0149,11.1762,1722.83,106.781,-31.275,1731.61,109.134,-28.9321,1712.64,91.8364,-19.9672,1723.93
1914,-87.8882,6.2038,1745.62,-99.4385,18.0779,1728.01,-80.6212,10.9555,1722.2,106.628,-32.0018,1731.63,108.884,-29.7849,1712.68,91.6051,-20.7109,1724
1915,-87.5591,5.89366,1745.1,-99.0706,17.6479,1727.4,-80.1828,10.7103,1721.72,106.651,-32.7204,1731.71,108.789,-30.4769,1712.78,91.5476,-21.2729,1723.97
1916,-87.151,5.66164,1744.66,-98.6732,17.4261,1726.97,-79.8166,10.3385,1721.23,106.508,-33.3135,1731.73,108.826,-31.1412,1712.86,91.4951,-21.7863,1723.94
1917,-86.6607,5.38938,1744.26,-98.157,17.3507,1726.38,-79.1811,10.0787,1720.82,106.443,-33.8315,1731.68,108.831,-31.7319,1712.73,91.7222,-22.1996,1723.9
1918,-86.142,4.9922,1743.85,-97.5375,17.1175,1725.96,-78.7332,9.71375,1720.48,106.467,-34.2335,1731.6,108.908,-32.1381,1712.63,91.7422,-22.5852,1723.74
1919,-85.4201,4.84035,1743.47,-96.7419,17.3563,1725.41,-78.1279,9.42224,1720.1,106.702,-34.5722,1731.45,109.018,-32.5693,1712.54,91.9545,-22.8119,1723.6
1920,-84.9529,4.44612,1743.12,-96.1799,16.8063,1725.25,-77.509,9.12714,1719.77,106.928,-34.7741,1731.38,109.266,-32.8335,1712.45,92.191,-23.028,1723.37
1921,-84.2361,4.25499,1742.77,-95.73,16.5102,1724.94,-76.8058,8.96508,1719.44,107.259,-34.7772,1731.2,109.581,-33.0197,1712.26,92.5502,-23.031,1723.16
1922,-83.753,3.96279,1742.53,-95.0618,16.3017,1724.7,-76.2719,8.68838,1719.1,107.653,-34.709,1731.03,109.936,-33.0699,1712.12,93.0473,-22.855,1722.95
1923,-83.1187,3.69095,1742.25,-94.3658,16.0152,1724.36,-75.5572,8.57411,1718.84,108.127,-34.5223,1730.83,110.403,-33.0099,1711.92,93.5985,-22.6044,1722.67
1924,-82.5848,3.55128,1741.89,-93.7263,15.8682,1724.06,-75.0187,8.4001,1718.56,108.471,-34.2809,1730.64,111.061,-32.7773,1711.67,94.0908,-22.2644,1722.32
1925,-81.955,3.4347,1741.56,-93.1608,15.7667,1723.73,-74.3831,8.27447,1718.22,108.838,-33.8885,1730.38,111.602,-32.502,1711.41,94.5015,-21.8757,1722.02
1926,-81.4146,3.28513,1741.38,-92.5041,15.5973,1723.47,-73.8086,8.11153,1717.99,109.564,-33.129,1729.96,112.212,-32.1031,1711.1,95.461,-21.1199,1721.65
1927,-80.7552,3.09212,1741.3,-91.9763,15.3706,1723.44,-73.1775,7.98448,1717.95,110.275,-32.361,1729.49,112.727,-31.5777,1710.66,96.4234,-20.2921,1721.4
1928,-80.227,2.94841,1741.25,-91.3491,15.1311,1723.38,-72.5403,7.79561,1717.86,111.004,-31.3797,1729.07,113.454,-30.7937,1710.21,96.8136,-19.7603,1720.91
1929,-79.5008,2.71132,1741.25,-90.7136,14.8467,1723.45,-71.8317,7.57139,1717.88,111.441,-30.4236,1728.74,114.258,-29.9622,1709.82,97.461,-18.701,1720.41
1930,-78.8408,2.43763,1741.23,-89.9799,14.5884,1723.39,-71.2577,7.30102,1717.88,112.363,-29.2872,1728.3,114.853,-28.8946,1709.42,98.4042,-17.4911,1719.98
1931,-78.1976,2.22555,1741.22,-89.1931,14.5222,1723.34,-70.4822,7.08158,1717.87,113.28,-28.0201,1727.82,115.329,-27.84,1709.02,99.093,-16.1186,1719.42
1932,-77.5077,1.81718,1741.11,-88.621,14.0331,1723.29,-69.8531,6.66875,1717.82,113.849,-26.6992,1727.4,116.891,-26.305,1708.63,99.9298,-14.7268,1718.82
1933,-76.8292,1.46086,1741.09,-87.8203,13.7076,1723.35,-69.1059,6.36143,1717.77,114.91,-25.0394,1726.81,117.184,-25.0547,1708.06,100.82,-13.1381,1718.15
1934,-76.1053,1.04417,1741,-87.2705,13.223,1723.3,-68.3404,5.94363,1717.68,115.397,-23.5314,1726.21,118.155,-23.5131,1707.46,101.63,-11.6196,1717.49
1935,-75.4292,0.566347,1740.94,-86.3811,12.8333,1723.25,-67.6978,5.45725,1717.64,116.265,-21.7467,1725.58,118.948,-22.0302,1706.87,102.98,-9.70858,1716.91
1936,-74.6394,0.0732438,1740.84,-85.7282,12.2276,1723.14,-66.9124,4.98937,1717.47,117.035,-19.9161,1725.02,119.915,-20.3255,1706.32,103.727,-7.97967,1716.25
1937,-74.029,-0.509033,1740.67,-85.0302,11.68,1722.9,-66.2991,4.40982,1717.32,118.052,-18.1399,1724.65,121.036,-18.552,1705.72,104.976,-6.07681,1715.62
1938,-73.3311,-1.12288,1740.49,-84.3201,11.021,1722.66,-65.5301,3.83425,1717.17,118.894,-16.2375,1724.14,121.797,-16.8369,1705.12,105.755,-4.16237,1714.79
1939,-72.681,-1.75797,1740.25,-83.7409,10.4141,1722.48,-64.8936,3.13748,1716.92,119.907,-14.1418,1723.75,123.089,-14.806,1704.59,107.015,-2.10036,1714.18
1940,-72,-2.44762,1740.02,-83.0344,9.59277,1722.27,-64.3465,2.19549,1716.76,121.004,-12.0148,1723.2,123.768,-12.8596,1703.98,107.711,-0.110488,1713.62
1941,-71.3628,-3.10083,1739.69,-82.4601,8.96986,1721.96,-63.6039,1.71272,1716.38,121.94,-9.82905,1722.61,124.855,-10.8619,1703.24,109.254,2.3581,1712.87
1942,-70.7337,-3.77966,1739.32,-81.7604,8.28499,1721.64,-63.0159,1.06692,1716.04,122.832,-7.63156,1721.89,125.618,-8.86902,1702.46,109.78,4.23028,1712.1
1943,-70.0391,-4.37487,1739.01,-81.0864,7.68518,1721.38,-62.3108,0.445644,1715.74,124.663,-5.06,1720.87,127.085,-6.58224,1701.69,111.308,6.66901,1711.27
1944,-69.4488,-5.05067,1738.74,-80.3516,7.06395,1721.03,-61.7021,-0.158597,1715.45,125.624,-2.83209,1720.17,127.505,-4.67593,1701.18,111.852,8.58233,1710.45
1945,-68.7176,-5.68103,1738.43,-79.6666,6.48147,1720.77,-60.9171,-0.709859,1715.15,126.92,-0.430726,1719.42,128.845,-2.37822,1700.35,113.062,10.9631,1709.71
1946,-68.1083,-6.26687,1738.21,-79.0089,5.92077,1720.69,-60.3541,-1.27922,1714.9,127.832,1.85543,1718.52,129.779,-0.134141,1699.49,114.242,13.2464,1708.91
1947,-67.342,-6.87666,1738.03,-78.228,5.32683,1720.52,-59.6228,-1.81409,1714.74,128.994,4.31244,1717.69,130.978,2.18041,1698.62,115.091,15.5228,1708.08
1948,-66.7556,-7.41235,1737.8,-77.5988,4.80843,1720.21,-59.0058,-2.3396,1714.56,130.093,6.69673,1717.1,131.469,4.21373,1698.02,116.243,17.9777,1707.19
1949,-65.9986,-8.02563,1737.66,-76.8393,4.2869,1720.17,-58.3316,-2.92177,1714.4,131.124,9.03166,1716.15,133.06,6.64787,1697.3,117.3,20.3286,1706.41
1950,-65.2783,-8.55618,1737.54,-76.4424,3.46182,1719.89,-57.6622,-3.40007,1714.27,132.445,11.6723,1715.22,133.981,9.04047,1696.1,118.51,22.7758,1705.44
1951,-64.6124,-9.24531,1737.53,-75.5126,3.24271,1720.14,-57.0234,-4.06816,1714.21,133.338,14.0212,1714.3,134.972,11.3642,1695.21,119.738,25.2814,1704.55
1952,-63.8331,-9.91646,1737.56,-74.876,2.83657,1720.03,-56.2654,-4.64423,1714.22,134.782,16.679,1713.34,136.706,13.8945,1694.37,120.732,27.6584,1703.45
1953,-63.1306,-10.5611,1737.57,-74.1831,2.12116,1720.06,-55.6493,-5.29467,1714.25,135.9,19.2781,1712.4,137.295,16.1857,1693.48,122.034,30.2047,1702.47
1954,-62.3745,-11.2774,1737.63,-73.5567,1.56984,1720.25,-54.9141,-5.90956,1714.29,136.896,21.9523,1711.23,138.529,18.8784,1692.07,123.119,32.8734,1701.3
1955,-61.7403,-11.9072,1737.67,-72.9129,0.732344,1720.36,-54.4457,-6.73584,1714.39,138.397,24.8466,1710.18,139.641,21.4368,1691.25,124.456,35.6228,1700.22
1956,-61.1801,-12.7288,1737.79,-72.4639,-0.0618785,1720.56,-53.7857,-7.3669,1714.46,139.384,27.5876,1709.12,140.909,24.1621,1690.18,125.586,38.3067,1699.03
1957,-60.7184,-13.4167,1737.92,-72.1211,-0.819834,1720.74,-53.8636,-8.77706,1714.66,140.464,30.3306,1707.89,142.027,26.9409,1688.77,126.449,41.037,1697.7
1958,-60.3115,-14.0918,1738.16,-71.8828,-1.54399,1720.96,-53.2978,-8.90423,1714.79,141.938,33.2454,1706.5,143.197,29.6342,1687.63,128.063,44.0392,1696.42
1959,-60.2297,-14.7198,1738.38,-71.8055,-2.16763,1721.16,-53.6361,-10.1263,1715.04,143.07,36.0857,1705.28,144.418,32.2838,1686.4,129.468,46.9711,1694.81
1960,-60.2679,-15.3183,1738.67,-71.8702,-2.78586,1721.65,-53.7602,-10.7025,1715.27,143.957,38.9706,1703.75,145.577,35.0895,1684.75,130.06,49.4991,1693.26
1961,-60.482,-16.012,1739.04,-72.0933,-3.30699,1722,-54.023,-11.2899,1715.64,145.388,42.0147,1702.27,146.528,37.7746,1683.36,131.187,52.333,1691.63
1962,-60.8335,-16.5786,1739.53,-72.5556,-3.84691,1722.53,-54.4808,-11.9212,1716.1,146.589,44.8939,1700.7,147.759,40.6275,1681.78,132.636,55.0955,1690.39
1963,-61.3729,-17.0833,1740.13,-73.1224,-4.39014,1723.27,-55.0374,-12.317,1716.61,147.595,47.6671,1699.1,149.065,43.3277,1679.84,133.788,57.9775,1688.69
1964,-61.9855,-17.6506,1740.7,-73.7118,-4.82074,1723.85,-55.7609,-12.8594,1717.23,148.852,50.5276,1697.32,150.106,46.1058,1678.22,134.753,60.6735,1687.02
1965,-62.7238,-18.1155,1741.45,-74.4455,-5.32227,1724.66,-56.2985,-12.9672,1717.96,150.213,53.3999,1695.8,151.751,48.9464,1676.9,135.812,63.3843,1685.25
1966,-64.5501,-18.9426,1742.75,-76.6015,-6.05667,1726.09,-58.9363,-14.5954,1719.19,151.106,56.1143,1694.14,153.08,51.6165,1675.55,136.69,65.9166,1683.7
1967,-65.6289,-19.2879,1743.39,-77.669,-6.31522,1726.8,-60.0913,-14.8464,1719.73,152.333,58.8689,1692.52,154.211,54.2409,1673.93,138.039,68.592,1682
1968,-66.8478,-19.5396,1743.93,-78.8984,-6.63479,1727.4,-61.4418,-15.2131,1720.39,153.579,61.59,1690.82,154.738,56.5876,1672.21,139.558,71.2777,1680.3
1969,-68.1555,-19.697,1744.4,-80.1623,-6.65025,1727.98,-62.5257,-14.9137,1720.79,154.61,64.0749,1689.36,156.022,59.0795,1670.61,140.534,73.7304,1678.59
1970,-69.563,-19.9757,1745.03,-81.6518,-6.91657,1728.63,-64.0541,-15.3838,1721.37,155.956,66.5285,1687.97,156.814,61.3064,1669.27,141.794,76.2033,1677.19
1971,-70.9057,-20.1316,1745.74,-83.0296,-6.82595,1729.3,-65.3719,-15.4149,1721.94,157.087,68.9708,1686.47,158.173,63.7262,1667.82,142.533,78.3245,1675.74
1972,-72.252,-20.4008,1746.37,-84.3903,-6.95676,1729.96,-66.9022,-15.8231,1722.68,158.169,71.2864,1685.34,159.333,66.0615,1666.54,143.846,80.6531,1674.51
1973,-73.6154,-20.5836,1747.15,-85.778,-7.25199,1730.76,-67.8397,-15.282,1723.35,159.446,73.7384,1683.98,160.449,68.3768,1665.43,144.786,82.7686,1673.24
1974,-75.0478,-20.8363,1747.93,-87.2549,-7.43106,1731.58,-69.5722,-16.0151,1724.09,160.213,75.9019,1682.88,161.418,70.4941,1664.2,146.043,85.1229,1672.02
1975,-76.427,-21.1331,1748.73,-88.675,-7.59542,1732.37,-71.0905,-16.4648,1724.93,161.358,78.2566,1681.7,162.266,72.6571,1663.19,146.599,87.169,1671.03
1976,-77.9035,-21.2024,1749.55,-90.2047,-7.8668,1733.18,-72.5259,-16.5068,1725.67,162.127,80.3911,1680.78,163.304,74.8533,1662.21,147.196,89.2116,1669.86
1977,-79.3835,-21.42,1750.31,-91.7019,-7.98899,1734.05,-74.1795,-16.7214,1726.43,162.958,82.6344,1679.51,163.634,76.8081,1661.05,148.403,91.5522,1668.95
1978,-80.9749,-21.4549,1751.01,-93.3414,-7.90266,1734.89,-75.9552,-16.9091,1727.19,163.534,84.6103,1678.8,164.689,78.9347,1660.24,148.819,93.4204,1667.96
1979,-82.7103,-21.4249,1751.72,-95.0882,-7.79043,1735.74,-77.7587,-16.9968,1727.89,164.32,86.7435,1677.9,165.097,80.8688,1659.4,149.357,95.3605,1667.15
1980,-84.533,-21.3526,1752.29,-96.9942,-8.00006,1736.4,-79.5986,-16.8057,1728.6,164.93,88.7692,1677.09,165.803,82.8462,1658.69,150.023,97.3452,1666.42
1981,-86.3678,-21.241,1753.01,-98.6973,-7.80317,1736.96,-81.5423,-16.7352,1729.34,165.697,90.7538,1676.35,166.441,84.6677,1658.09,150.892,99.4171,1665.63
1982,-88.3312,-21.1755,1753.78,-100.634,-7.70287,1737.83,-83.5302,-16.7862,1730.07,166.114,92.4914,1675.76,166.95,86.3733,1657.41,151.179,100.84,1665.09
1983,-90.1834,-20.9759,1754.52,-102.608,-7.62843,1738.5,-85.4807,-16.636,1730.79,166.55,94.1226,1675.45,167.447,87.9467,1657.04,151.804,102.502,1664.72
1984,-92.0811,-20.8458,1755.24,-104.509,-7.42938,1739.02,-87.3893,-16.4875,1731.51,167.428,95.8228,1675.04,167.878,89.5777,1656.71,152.37,104.35,1664.4
1985,-94.0046,-20.6557,1756,-106.419,-7.21005,1739.88,-88.9709,-15.7267,1732.15,167.64,97.5419,1674.81,168.349,91.0892,1656.38,152.722,105.704,1664.09
1986,-95.8984,-20.3732,1756.7,-108.288,-7.05416,1740.53,-91.3948,-16.1404,1732.91,167.752,98.9823,1674.6,168.377,92.4748,1656.32,152.832,107.255,1663.79
1987,-97.8692,-20.0756,1757.42,-110.363,-6.8863,1741.16,-93.3807,-15.8844,1733.57,168.129,100.459,1674.47,169.073,94.1537,1656.2,153.229,108.935,1663.68
1988,-99.8113,-19.7505,1758.05,-112.206,-6.47532,1741.74,-95.3017,-15.5124,1734.18,168.455,102.061,1674.43,169.3,95.5098,1656.31,153.482,110.292,1663.55
1989,-101.76,-19.3057,1758.62,-114.287,-6.24606,1742.62,-97.3241,-15.116,1734.74,168.591,103.479,1674.49,169.423,96.9168,1656.27,153.596,111.739,1663.5
1990,-103.702,-18.8595,1759.13,-116.176,-5.58898,1743.26,-99.2999,-14.6923,1735.31,168.574,104.77,1674.48,169.447,98.2611,1656.42,153.813,113.26,1663.59
1991,-105.664,-18.3022,1759.71,-118.108,-5.13475,1743.7,-100.9,-13.6832,1735.73,168.764,106.37,1674.55,169.326,99.5492,1656.37,154.116,114.672,1663.62
1992,-107.594,-17.772,1760.25,-120.145,-4.69812,1744.14,-103.331,-13.8987,1736.32,168.908,107.71,1674.59,169.329,100.862,1656.47,153.91,116.01,1663.63
1993,-109.44,-17.1447,1760.86,-121.73,-4.08456,1744.35,-105.198,-13.4634,1736.95,168.895,109.07,1674.7,169.559,102.288,1656.76,154.012,117.381,1663.79
1994,-111.262,-16.5353,1761.54,-123.761,-3.53884,1745.3,-107.158,-13.1015,1737.51,168.817,110.505,1675,169.351,103.589,1656.9,154.098,118.899,1664.07
1995,-113.017,-15.7884,1762.08,-125.606,-2.88397,1745.76,-108.779,-12.292,1738.09,168.608,111.783,1675.4,168.988,104.752,1657.41,153.901,120.162,1664.47
1996,-114.801,-15.0076,1762.59,-127.233,-2.12072,1746.2,-110.672,-11.7205,1738.57,168.378,113.108,1675.96,168.685,106.113,1658.01,153.698,121.673,1664.79
1997,-133.784,2.05526,1766.56,-146.333,13.9779,1749.73,-129.446,4.38357,1742.4,168.034,114.597,1676.6,168.342,107.491,1658.56,153.355,123.185,1665.46
1998,-135.703,5.86204,1766.82,-148.216,17.6732,1749.8,-131.417,7.98012,1742.69,167.512,116.27,1677.22,167.87,109.171,1659.19,153.369,124.915,1666.24
1999,-136.576,7.88307,1766.93,-149.258,19.4506,1749.81,-132.297,9.82295,1742.69,166.818,117.907,1677.98,166.439,110.375,1660.14,152.646,126.468,1666.88
2000,-137.321,9.99569,1766.94,-149.969,21.3377,1749.77,-133.073,11.6476,1742.78,166.069,119.626,1678.68,165.622,112.132,1660.88,151.881,128.201,1667.72
2001,-138.013,12.0609,1767.05,-150.494,23.5942,1749.79,-133.67,13.7109,1742.89,165.185,121.237,1679.49,165.388,114.11,1661.71,150.7,129.925,1668.64
2002,-138.556,14.2502,1767.04,-151.164,25.4699,1749.76,-134.219,15.8227,1742.86,164.199,123.118,1680.55,164.329,115.908,1662.71,149.658,131.725,1669.65
2003,-139.078,16.4297,1766.99,-151.766,27.4991,1749.67,-134.751,17.8422,1742.8,163.01,124.987,1681.62,163.02,117.756,1663.69,148.243,133.618,1670.39
2004,-139.359,18.682,1766.97,-152.019,29.7578,1749.5,-135.218,19.6588,1742.76,161.527,126.924,1682.81,161.564,119.645,1664.94,146.812,135.61,1671.42
2005,-139.658,20.8991,1766.83,-152.431,31.7,1749.42,-135.485,21.7635,1742.66,159.715,128.907,1684,159.303,121.313,1666.11,145.571,137.634,1672.7
2006,-139.957,23.0516,1766.6,-152.623,33.8251,1749.09,-135.734,23.887,1742.41,157.915,130.9,1685.26,157.354,123.226,1667.57,143.587,139.651,1674.04
2007,-140.114,25.3236,1766.38,-153.057,35.6981,1748.9,-135.963,25.7454,1742.3,156.011,132.964,1686.76,156.023,125.531,1669.02,141.394,141.635,1675.69
2008,-140.261,27.5434,1766.11,-153.101,37.8671,1748.58,-136.068,27.2198,1742.25,153.724,134.976,1688.4,153.789,127.608,1670.55,139.255,143.657,1677.17
2009,-140.329,29.7962,1765.8,-153.255,40.041,1748.33,-136.101,29.4495,1742.03,151.544,137.142,1689.92,150.782,129.313,1672.13,137.416,145.86,1678.66
2010,-140.294,32.0932,1765.54,-153.419,42.0015,1748.07,-136.117,31.5213,1741.6,148.876,139.102,1691.41,148.894,131.535,1673.67,134.337,147.716,1680.22
2011,-140.312,34.4319,1765.17,-153.589,43.9921,1747.61,-136.37,34.3039,1741.08,146.189,141.029,1693.02,145.529,133.259,1675.33,132.128,149.91,1681.75
2012,-140.331,36.7756,1764.75,-153.642,46.2856,1747.26,-136.278,37.0378,1740.73,143.202,143.099,1694.66,143.335,135.583,1676.92,128.777,151.673,1683.35
2013,-140.441,39.1923,1764.34,-153.842,48.5705,1746.65,-136.505,39.3117,1740.07,140.262,145.095,1696.35,140.308,137.48,1678.49,125.708,153.62,1684.93
2014,-140.646,41.5535,1763.93,-154.152,50.8777,1746.26,-135.894,42.7763,1739.73,136.948,146.87,1697.97,136.45,139.03,1680.23,122.83,155.587,1686.61
2015,-140.875,43.9822,1763.47,-154.304,53.181,1745.7,-136.087,45.0998,1739.28,133.769,148.921,1699.48,133.834,141.152,1681.92,119.304,157.461,1688.19
