,T6,,,,,,,,,T8,,,,,,,,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
Frame,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
994,68.1989,100.597,1654.8,50.077,105.078,1639.5,67.8021,99.9239,1630.36,-71.5112,252.858,1749.17,-66.5246,246.98,1731.75,-87.7546,253.126,1736.97
995,67.9169,100.005,1654.4,49.7339,104.523,1639.22,67.4885,99.5205,1629.99,-72.0377,254.661,1748.1,-67.0102,248.753,1730.58,-88.1101,255.069,1735.62
996,67.5978,99.402,1654.16,49.4887,103.979,1638.99,67.1437,99.1045,1629.69,-72.7555,256.446,1747.16,-67.5687,250.454,1729.6,-88.7526,256.858,1734.96
997,67.3131,98.6724,1653.95,49.2148,103.369,1638.91,66.8534,98.6616,1629.55,-73.2484,258.191,1746.1,-67.9731,252.227,1728.57,-88.9773,258.337,1733.61
998,66.9301,97.9397,1653.83,48.6643,102.594,1638.91,66.3346,98.058,1629.48,-73.6187,259.806,1745.22,-68.4072,253.821,1727.58,-89.4487,259.964,1732.79
999,66.7037,97.3423,1653.63,48.1913,101.744,1638.98,65.8592,97.4975,1629.47,-73.8607,261.49,1744.08,-68.8563,255.254,1726.7,-89.7994,261.457,1731.91
1000,66.054,96.3812,1653.92,47.8583,101.078,1639.08,65.4418,97.0426,1629.52,-74.1945,262.864,1743.29,-69.3024,256.672,1725.88,-90.2931,262.618,1731.11
1001,65.5844,95.4826,1654.02,47.1863,100.148,1639.29,64.8509,96.4472,1629.61,-74.504,264.198,1742.55,-69.6445,258.078,1724.93,-90.8753,264.105,1730.19
1002,65.0614,94.6159,1654.13,46.5595,99.1781,1639.53,64.2719,95.6729,1629.86,-75.0433,265.478,1741.67,-70.0886,259.24,1724.08,-91.1523,265.255,1729.14
1003,64.4494,93.6537,1654.5,45.9847,98.3132,1639.81,63.6734,95.0071,1630.18,-75.2889,266.653,1740.75,-70.3323,260.562,1723.31,-91.4404,266.352,1728.51
1004,63.8723,92.6831,1654.81,45.2817,97.3618,1640.28,62.9667,94.3546,1630.48,-75.6533,267.785,1740.04,-70.6718,261.537,1722.51,-91.7855,267.408,1727.56
1005,63.2349,91.6725,1655.33,44.5133,95.858,1640.98,62.0359,93.1472,1630.64,-75.8832,268.887,1739.13,-70.9997,262.617,1721.65,-92.4143,268.15,1726.96
1006,62.5763,90.6569,1655.88,43.7494,94.6753,1641.85,61.4251,92.3554,1631.36,-76.2873,269.747,1738.37,-71.2005,263.407,1720.8,-92.3628,269.075,1726.07
1007,61.7236,89.5746,1656.54,42.9907,93.9869,1642.4,60.7263,91.9133,1631.94,-76.5112,270.526,1737.59,-71.4661,264.249,1720.12,-92.5583,269.969,1725.51
1008,60.8432,88.4774,1657.17,42.2878,92.9974,1643.32,59.9617,91.1284,1632.65,-76.6583,271.198,1737.08,-71.6944,264.919,1719.48,-92.8667,270.515,1725.03
1009,60.0743,87.4734,1658.02,41.3,92.1654,1643.85,58.9513,90.082,1633.58,-76.7294,271.788,1736.49,-71.7507,265.55,1718.84,-92.8347,271.153,1724.33
1010,59.162,86.3076,1658.85,40.6649,91.2414,1644.95,58.2554,89.6589,1634.38,-76.6244,272.306,1735.97,-71.7124,266.091,1718.35,-92.659,271.838,1723.73
1011,58.3547,85.2694,1659.85,39.6411,90.1477,1645.9,57.3449,88.8747,1635.3,-76.5753,272.78,1735.51,-71.7568,266.606,1717.94,-92.5944,272.306,1723.26
1012,57.342,84.1193,1660.79,38.5104,88.8817,1646.84,56.2795,88.0387,1636.29,-76.5193,273.109,1735.16,-71.7177,266.965,1717.65,-92.5292,272.685,1722.99
1013,56.5317,83.1111,1662.01,37.4005,87.6697,1647.9,55.2089,87.121,1637.33,-76.3071,273.377,1734.82,-71.6515,267.252,1717.37,-92.509,272.922,1722.77
1014,55.384,81.898,1662.99,36.5474,86.6687,1648.99,54.3039,86.2943,1638.43,-76.1486,273.591,1734.51,-71.6062,267.453,1717.07,-92.4556,273.134,1722.62
1015,54.2863,80.6663,1664.06,35.3222,85.334,1649.98,53.2862,85.2212,1639.66,-75.9813,273.745,1734.24,-71.4728,267.559,1716.77,-92.4012,273.231,1722.49
1016,53.3464,79.5861,1665.19,34.3074,84.199,1651.29,52.1748,84.1198,1640.91,-75.8085,273.672,1734,-71.3575,267.547,1716.52,-92.3455,273.175,1722.29
1017,52.264,78.3091,1666.37,33.0939,82.8405,1652.39,51.0781,83.2692,1642.1,-75.6644,273.528,1733.88,-71.2281,267.448,1716.33,-92.2066,273.011,1722.13
1018,51.1947,77.034,1667.47,32.0662,81.5461,1653.66,50.0786,82.5403,1643.28,-75.4796,273.241,1733.82,-71.0384,267.253,1716.21,-92.0112,272.761,1722.04
1019,50.2254,75.9088,1668.69,31.0096,80.2003,1654.83,49.1284,81.7298,1644.36,-75.2943,272.9,1733.83,-70.7358,266.936,1716.26,-91.7054,272.403,1722.1
1020,49.2439,74.5685,1669.92,30.032,79.0023,1656.11,48.0209,80.6469,1645.55,-74.9641,272.408,1733.97,-70.3161,266.508,1716.42,-91.3536,271.904,1722.26
1021,48.1921,73.3545,1671.07,28.9161,77.5646,1657.44,46.6873,78.6984,1646.92,-74.4758,271.742,1734.2,-69.8315,266.023,1716.6,-91.0735,271.164,1722.57
1022,47.1497,72.1151,1672.18,27.7147,76.08,1658.74,45.5868,77.5744,1648.21,-73.9319,271.035,1734.57,-69.3916,265.278,1716.94,-90.5046,270.65,1722.64
1023,46.1113,70.8424,1673.45,26.7208,74.9161,1659.89,44.6099,76.507,1649.42,-73.4162,270.137,1734.95,-68.848,264.408,1717.19,-89.9478,269.72,1722.89
1024,45.0751,69.4725,1674.61,25.5379,73.4158,1661.04,43.5543,75.4212,1650.55,-72.7155,269.08,1735.31,-68.191,263.502,1717.51,-89.2529,268.807,1723.4
1025,43.823,68.0999,1675.66,24.6688,71.8408,1662.3,42.4145,74.3439,1651.79,-72.0904,267.847,1735.66,-67.4592,262.327,1717.78,-88.5285,267.668,1723.93
1026,42.8745,66.8503,1676.8,23.4817,70.5665,1663.55,41.3195,73.2171,1652.95,-71.3156,266.391,1736.08,-66.7304,261.064,1718.31,-87.8413,266.246,1724.57
1027,41.7307,65.3746,1677.91,22.6676,69.779,1664.7,40.1877,72.0328,1654.12,-70.5083,264.996,1736.72,-65.8988,259.624,1718.89,-86.9248,264.958,1724.9
1028,40.6738,64.107,1679.09,21.5902,68.5176,1665.85,39.1769,71.0226,1655.19,-69.5053,263.34,1737.4,-65.0607,258.106,1719.47,-86.0976,263.477,1725.81
1029,40.2894,63.6867,1680.17,20.5246,67.3558,1667.04,38.1541,69.8128,1656.4,-68.6479,261.603,1738.18,-64.1746,256.499,1720.21,-85.0224,261.814,1726.47
1030,39.4598,62.591,1681.33,19.6818,66.1637,1667.88,37.1465,68.6676,1657.51,-67.5857,259.796,1738.86,-63.2277,254.787,1721.01,-84.1919,260.114,1727.44
1031,-51.4923,-188.373,1687.02,-50.8381,-173.512,1667.29,-68.8344,-175.028,1676.61,-66.6342,257.796,1739.88,-62.1515,252.986,1721.79,-83.1441,258.301,1728.18
1032,-56.2227,-188.784,1688.87,-55.3024,-173.819,1669.12,-73.4733,-175.26,1678.35,-65.6056,255.701,1740.48,-61.2511,251.008,1722.53,-82.1546,256.248,1729.13
1033,-61.147,-188.761,1690.7,-59.8747,-174.108,1670.91,-78.2116,-175.304,1680.2,-64.6416,253.505,1741.48,-60.2576,248.889,1723.39,-81.1711,254.083,1729.87
1034,-66.0695,-188.757,1692.63,-64.5849,-174.382,1672.82,-82.6671,-174.857,1682.12,-63.4124,251.139,1742.34,-59.1196,246.737,1724.23,-80.0142,251.861,1730.89
1035,-70.9877,-188.55,1694.57,-69.0182,-174.061,1674.71,-87.4726,-174.692,1683.95,-62.3172,248.724,1743.25,-58.074,244.337,1725.16,-78.9864,249.405,1731.78
1036,-76.5094,-188.77,1696.56,-73.928,-174.273,1676.69,-92.0432,-173.948,1685.77,-61.0845,246.029,1744.43,-56.9991,241.852,1726.21,-77.826,246.931,1732.96
1037,-81.5062,-188.35,1698.65,-78.4972,-173.731,1678.6,-96.9392,-173.404,1687.54,-59.8794,243.403,1745.32,-55.817,239.325,1727.23,-76.7699,244.331,1734.11
1038,-86.4559,-187.565,1700.61,-83.281,-173.375,1680.6,-101.571,-172.415,1689.64,-58.6624,240.47,1746.74,-54.6855,236.628,1728.47,-75.5059,241.548,1735.35
1039,-96.1953,-185.628,1704.58,-92.0377,-170.846,1684.95,-110.762,-169.988,1693.27,-57.2779,237.506,1747.72,-53.5189,233.464,1729.68,-74.3497,238.697,1736.76
1040,-100.95,-184.346,1706.83,-96.6681,-169.925,1687.02,-115.626,-168.864,1695.36,-56.0559,234.453,1749.27,-52.3092,230.584,1731.02,-73.0472,235.791,1738
1041,-105.631,-182.981,1708.84,-101.378,-169.248,1688.9,-120.295,-167.533,1697.39,-54.7016,231.286,1750.31,-51.1096,227.654,1732.19,-71.7789,232.717,1739.35
1042,-110.334,-181.439,1710.91,-105.727,-167.58,1690.87,-124.726,-166.054,1699.59,-53.5379,227.966,1751.9,-49.8432,224.585,1733.65,-70.4065,229.567,1740.82
1043,-114.904,-179.769,1713.05,-110.157,-166.047,1693.24,-129.247,-164.383,1701.6,-52.34,224.555,1753.15,-48.5449,221.227,1734.8,-69.0417,226.336,1742.04
1044,-119.383,-177.967,1715.19,-114.496,-164.589,1695.37,-133.646,-162.57,1703.59,-51.2345,220.893,1754.68,-47.3852,217.922,1736.29,-67.9452,222.844,1743.61
1045,-123.795,-176.031,1717.36,-118.932,-163.258,1697.29,-137.794,-160.402,1705.72,-50.0536,217.272,1756.23,-46.1644,214.202,1737.74,-66.7217,219.366,1744.96
1046,-128.153,-173.955,1719.47,-123.209,-161.597,1699.47,-141.896,-157.84,1707.62,-48.7036,213.506,1757.45,-44.9803,210.559,1739.18,-65.6503,215.751,1746.57
1047,-132.339,-171.753,1721.58,-127.141,-159.344,1701.47,-146.029,-155.866,1709.67,-47.2828,209.664,1759.09,-43.6762,206.79,1740.61,-64.3604,211.976,1748.08
1048,-136.469,-169.413,1723.66,-131.278,-157.496,1703.57,-150.068,-153.63,1711.64,-46.1034,205.687,1760.35,-42.4385,203.015,1741.81,-63.1869,207.979,1749.49
1049,-140.743,-167.213,1725.81,-135.215,-155.228,1705.48,-153.958,-151.35,1713.63,-44.9566,201.576,1761.88,-40.9719,199.421,1743.16,-61.4762,204.253,1750.88
1050,-144.725,-164.585,1727.81,-139.418,-153.344,1707.51,-157.806,-149.014,1715.58,-43.8579,197.454,1763.15,-39.8899,195.1,1744.62,-60.3257,200.197,1752.15
1051,-148.369,-161.66,1729.8,-143.198,-150.967,1709.38,-161.543,-146.502,1717.39,-42.4063,193.278,1764.32,-38.6158,191.273,1745.73,-59.2308,196.002,1753.74
1052,-152.521,-159.242,1731.95,-146.699,-148.276,1711.28,-164.894,-142.86,1719.14,-41.0277,188.983,1765.64,-37.4734,187.105,1746.95,-57.9752,191.944,1754.76
1053,-156.177,-156.301,1733.9,-150.255,-145.579,1713.19,-168.574,-140.207,1721.11,-39.6125,184.653,1766.64,-36.1707,182.874,1748.05,-56.6349,187.757,1755.9
1054,-160.053,-153.591,1736.14,-153.649,-142.855,1715.05,-171.961,-137.234,1722.92,-38.4423,180.324,1767.86,-34.8729,178.633,1749.24,-55.2755,183.648,1757.17
1055,-163.429,-150.556,1737.99,-156.673,-139.619,1716.83,-175.275,-134.284,1724.64,-37.1882,175.994,1768.63,-33.4582,174.377,1750.16,-53.7637,179.438,1758.12
1056,-166.739,-147.496,1739.88,-160.142,-137.163,1718.62,-178.324,-131.158,1726.55,-35.8398,171.521,1769.82,-32.2694,170.103,1751.17,-52.7953,174.885,1759.33
1057,-169.931,-144.384,1741.64,-163.123,-134.137,1720.38,-181.186,-127.867,1728.28,-34.2643,167.263,1770.65,-31.1888,165.777,1752.17,-51.5622,170.8,1760.18
1058,-172.904,-141.159,1743.42,-166.02,-131.187,1722.05,-184.081,-124.745,1729.76,-33.3229,162.727,1771.63,-29.824,161.562,1752.99,-50.2458,166.558,1760.97
1059,-175.888,-138.002,1745.05,-168.774,-128.049,1723.7,-186.888,-121.529,1731.24,-32.062,158.391,1772.42,-28.4304,157.36,1753.84,-48.8304,162.191,1762.03
1060,-178.645,-134.705,1746.71,-171.716,-125.043,1724.99,-189.464,-118.101,1732.71,-30.6883,154.071,1772.95,-27.1563,153.053,1754.42,-47.2935,158.205,1762.5
1061,-181.265,-131.3,1748.15,-173.917,-121.662,1726.62,-191.958,-114.739,1734.14,-29.2629,149.506,1773.94,-25.691,149.063,1755.11,-46.0998,153.963,1763.39
1062,-183.796,-127.863,1749.58,-176.085,-117.983,1727.97,-194.285,-111.297,1735.44,-27.699,145.281,1774.25,-24.3969,144.758,1755.63,-44.7675,149.717,1764
1063,-186.167,-124.377,1750.93,-178.609,-115.003,1729.36,-196.481,-107.647,1736.75,-26.4578,140.757,1774.89,-23.0388,140.464,1756.12,-43.5205,145.194,1764.58
1064,-188.462,-120.769,1752.36,-180.795,-111.574,1730.74,-198.642,-104.054,1738.04,-25.2221,136.371,1775.36,-21.6716,136.25,1756.67,-42.0888,141.338,1765
1065,-190.723,-117.225,1753.85,-182.888,-108.181,1732.07,-200.648,-100.473,1739.29,-23.9696,132.25,1775.55,-20.2977,132.1,1756.91,-40.6792,137.303,1765.28
1066,-192.684,-113.593,1755.16,-184.921,-104.789,1733.39,-202.545,-96.9433,1740.73,-22.8154,127.914,1775.81,-19.04,128.007,1757.09,-39.3086,132.976,1765.54
1067,-194.512,-110.007,1756.39,-186.632,-101.298,1734.61,-204.211,-93.274,1741.81,-21.4763,123.826,1776.15,-17.753,123.991,1757.31,-37.9683,129.213,1765.77
1068,-196.196,-106.366,1757.59,-188.307,-97.8513,1735.66,-206.011,-89.6787,1742.9,-19.9757,119.756,1776.28,-16.5874,119.984,1757.54,-36.6714,125.249,1766.1
1069,-197.744,-102.672,1758.59,-189.74,-94.2079,1736.71,-207.44,-86.0717,1743.94,-18.655,115.591,1776.33,-15.2751,116.002,1757.62,-35.5612,121.228,1766.13
1070,-199.216,-98.9302,1759.52,-190.854,-90.234,1737.6,-208.718,-82.2263,1744.85,-17.4961,111.612,1776.31,-14.0077,112.057,1757.61,-34.1817,117.478,1766.33
1071,-200.545,-95.2062,1760.49,-192.472,-86.7441,1738.35,-210.023,-78.5059,1745.73,-16.1897,107.566,1776.28,-12.6368,108.157,1757.59,-32.759,113.653,1766.35
1072,-201.865,-91.3264,1761.42,-193.649,-83.196,1739.27,-211.172,-74.7251,1746.48,-14.8475,103.701,1776.18,-11.2208,104.401,1757.48,-31.3988,109.889,1766.24
1073,-203.234,-87.564,1762.37,-194.677,-79.5689,1740.13,-212.148,-70.7537,1747.35,-13.6193,99.7864,1775.98,-9.96598,100.645,1757.27,-30.1496,106.308,1766.06
1074,-204.206,-83.5819,1763.25,-195.724,-76.0407,1741,-213.071,-67.0323,1748.17,-12.3897,95.9074,1775.59,-8.74126,97.067,1756.95,-28.8133,102.578,1765.83
1075,-205.104,-79.7522,1764.25,-196.698,-72.2525,1742.04,-213.778,-63.2009,1748.93,-11.1516,92.3171,1775.29,-7.44909,93.3895,1756.59,-27.6046,99.1119,1765.49
1076,-205.929,-75.9147,1764.96,-197.451,-68.6621,1742.87,-214.251,-59.0378,1749.54,-9.92312,88.4823,1774.88,-6.18001,89.8584,1756.16,-26.3903,95.7217,1765.14
1077,-206.5,-72.01,1765.77,-198.034,-64.8458,1743.49,-215.009,-55.4207,1750.3,-8.70612,84.8986,1774.35,-5.09937,86.4059,1755.76,-25.1076,92.2967,1764.62
1078,-206.958,-68.2335,1766.44,-198.538,-61.364,1744.13,-215.41,-51.5324,1750.87,-7.41443,81.5644,1773.88,-4.02668,82.9907,1755.3,-23.8944,88.9865,1764.33
1079,-207.227,-64.4984,1767.04,-198.682,-57.5522,1744.62,-215.579,-47.8829,1751.5,-6.2747,78.1044,1773.42,-2.84878,79.6639,1754.77,-22.6571,85.7084,1763.93
1080,-207.346,-60.7216,1767.57,-198.817,-54.0233,1745.22,-215.61,-44.2529,1751.99,-5.14909,74.7759,1772.91,-1.86593,76.4916,1754.3,-21.3852,82.5854,1763.43
1081,-207.336,-57.0144,1768.09,-198.75,-50.5299,1745.8,-215.541,-40.7487,1752.45,-4.0634,71.4194,1772.35,-0.610605,73.2327,1753.8,-20.2012,79.7063,1762.99
1082,-207.156,-53.5578,1768.63,-198.603,-47.2018,1746.41,-215.36,-37.1995,1753.07,-2.74194,68.3401,1771.78,0.610647,70.164,1753.22,-18.9274,76.5806,1762.5
1083,-206.786,-50.1678,1769.26,-198.275,-43.8932,1746.91,-214.921,-33.8047,1753.5,-1.53173,65.1669,1771.08,1.80125,67.143,1752.64,-17.5845,73.6477,1761.96
1084,-206.376,-46.7898,1769.72,-197.812,-40.6845,1747.4,-214.447,-30.5514,1753.95,-0.3181,62.1717,1770.45,3.05375,64.2141,1751.99,-16.361,70.9751,1761.42
1085,-205.81,-43.3991,1770.2,-197.117,-37.5735,1747.85,-213.757,-27.2792,1754.31,0.862144,59.1695,1769.81,4.2269,61.393,1751.36,-15.0382,68.3829,1760.75
1086,-205.084,-40.28,1770.57,-196.522,-34.8178,1748.26,-212.873,-23.992,1754.64,2.01495,56.4209,1769.16,5.36036,58.6847,1750.7,-13.9033,65.7688,1760.17
1087,-204.175,-37.2264,1771,-195.393,-31.5722,1748.57,-212.011,-21.1642,1754.91,3.04424,53.783,1768.45,6.55614,56.0805,1750.02,-12.7855,63.2384,1759.55
1088,-203.189,-34.2391,1771.21,-194.406,-28.9917,1748.85,-210.899,-18.0755,1754.98,4.08675,51.2636,1767.84,7.39992,53.5393,1749.19,-11.6376,60.7896,1759.1
1089,-202.025,-31.3331,1771.49,-193.142,-25.9678,1749,-209.888,-15.6767,1755.13,5.17287,48.7894,1767.13,8.52872,51.2958,1748.63,-10.56,58.6148,1758.48
1090,-200.762,-28.5555,1771.76,-191.878,-23.3179,1749.22,-208.694,-13.128,1755.2,6.31813,46.3654,1766.54,9.68922,48.9776,1748.05,-9.47359,56.3686,1757.9
1091,-199.501,-25.9267,1771.99,-190.58,-20.8692,1749.51,-207.317,-10.5289,1755.48,7.42488,43.8623,1765.99,10.9343,46.6797,1747.46,-8.1265,54.2479,1757.43
1092,-198.01,-23.3879,1772.38,-189.417,-18.9348,1749.7,-205.835,-7.88763,1755.68,8.64574,41.7291,1765.28,12.0525,44.416,1746.87,-6.76748,52.2286,1756.94
1093,-196.575,-21.0076,1772.85,-187.75,-16.2484,1750.07,-204.461,-5.89111,1755.85,9.78047,39.475,1764.72,13.2296,42.2485,1746.16,-5.33949,50.2034,1756.34
1094,-195.019,-18.7279,1773.16,-186.171,-14.0673,1750.34,-202.975,-3.68968,1756.1,10.6927,37.3081,1764.26,14.444,40.1404,1745.59,-3.9156,48.2227,1755.73
1095,-193.307,-16.6231,1773.39,-184.506,-12.039,1750.55,-201.295,-1.70826,1756.29,11.9469,35.3124,1763.55,15.5369,38.1001,1744.96,-2.74565,46.3412,1755.25
1096,-191.556,-14.5938,1773.55,-182.813,-10.4811,1750.79,-199.456,0.48073,1756.33,13.0946,33.2236,1762.94,16.955,36.2723,1744.39,-1.59123,44.4886,1754.74
1097,-189.664,-12.7131,1773.66,-180.798,-8.36127,1750.75,-197.685,2.01273,1756.35,14.3171,31.4026,1762.36,18.0015,34.3815,1743.72,-0.396486,42.7962,1754.23
1098,-187.773,-10.9028,1773.64,-178.962,-6.74971,1750.66,-195.856,3.66057,1756.16,15.5746,29.604,1761.8,19.1622,32.5853,1742.99,0.81638,41.1295,1753.64
1099,-185.847,-9.3208,1773.61,-176.638,-4.77681,1750.75,-193.834,5.25122,1755.97,16.7695,27.9305,1761.2,20.2769,30.7116,1742.44,2.24869,39.5583,1753.07
1100,-183.846,-7.73706,1773.55,-174.868,-3.56156,1750.58,-191.883,6.57916,1755.95,18.0196,26.2412,1760.59,21.4623,29.0215,1741.92,3.76334,38.0206,1752.7
1101,-181.898,-6.17939,1773.48,-173.188,-2.8388,1750.66,-189.962,8.30959,1755.83,19.1707,24.6476,1759.88,22.5537,27.4061,1741.36,4.97692,36.4795,1752.15
1102,-177.939,-3.41496,1773.32,-168.763,0.40012,1750.22,-186.031,10.5966,1755.41,20.3029,23.0067,1759.45,23.5976,25.8818,1740.79,5.97943,35.0694,1751.67
1103,-175.707,-2.1579,1773.18,-167.167,0.252382,1750.56,-183.81,12.0988,1755.19,21.4436,21.5364,1758.86,24.6514,24.4806,1740.21,7.13941,33.6221,1751.24
1104,-173.557,-1.03176,1772.88,-164.262,2.96792,1749.89,-181.804,12.5851,1754.81,22.6649,20.1623,1758.36,25.7795,23.0652,1739.69,8.39495,32.4367,1750.68
1105,-171.271,-0.0858453,1772.58,-161.901,4.26172,1749.66,-179.518,13.6799,1754.54,23.9989,18.7746,1757.92,26.9832,21.5872,1739.21,9.83379,31.2286,1750.15
1106,-168.976,0.94713,1772.27,-159.691,4.77871,1749.31,-177.307,14.3883,1754.21,25.3416,17.5702,1757.38,28.2117,20.2419,1738.69,11.1268,30.0093,1749.73
1107,-166.668,1.78256,1771.87,-157.943,4.11599,1749.2,-175.042,15.117,1753.67,26.6046,16.274,1756.86,29.484,19.0373,1738.22,12.2947,28.8951,1749.34
1108,-161.906,3.22505,1770.99,-152.59,6.87706,1748.07,-170.122,16.5164,1752.73,27.5869,15.0858,1756.51,30.6483,17.8854,1737.72,13.5288,27.8247,1748.94
1109,-159.361,3.86214,1770.49,-150.1,7.27169,1747.67,-167.671,17.3441,1752.02,28.6849,14.0792,1756.16,31.8244,16.7059,1737.39,14.9332,26.9436,1748.56
1110,-156.816,4.45094,1769.9,-147.57,8.04347,1746.82,-165.315,17.4763,1751.53,30.0792,13.0599,1755.82,32.9829,15.7252,1737.01,16.6905,26.2966,1748.13
1111,-154.235,4.96405,1769.21,-145.206,7.99733,1746.46,-162.614,18.3409,1750.73,31.4478,12.2109,1755.49,34.4377,14.7671,1736.69,17.7974,25.391,1747.95
1112,-151.628,5.415,1768.4,-142.3,8.91805,1745.41,-160.198,18.2749,1750.04,32.7109,11.5011,1755.19,35.8082,13.8852,1736.42,18.9862,24.3906,1747.63
1113,-148.896,5.81152,1767.63,-139.557,9.54698,1744.51,-157.696,18.6057,1749.01,33.8726,10.4869,1754.96,37.0688,13.1549,1736.13,20.6648,23.8747,1747.39
1114,-140.474,6.56703,1764.35,-131.224,9.9195,1741.34,-149.23,19.0786,1745.89,35.4129,9.88721,1754.76,38.5229,12.4482,1735.84,22.1877,23.3182,1747
1115,-137.461,6.71854,1763.1,-128.178,10.2451,1739.99,-146.389,19.2031,1744.48,36.9787,9.45234,1754.45,40.1154,11.9075,1735.56,23.555,22.8386,1746.69
1116,-134.449,6.68391,1761.71,-125.257,10.0002,1738.67,-143.262,19.1402,1743.19,38.341,8.96585,1754.13,41.5242,11.477,1735.24,25.3593,22.5585,1746.31
1117,-131.314,6.63137,1760.28,-122.173,10.0493,1737.27,-140.357,19.0217,1741.66,39.9118,8.73848,1753.67,43.1092,11.0319,1734.81,26.8601,22.3242,1745.86
1118,-128.228,6.56025,1758.84,-119.054,9.82323,1735.89,-137.063,19.3975,1740.21,41.5616,8.63606,1753.25,44.84,10.8071,1734.35,28.5843,22.224,1745.33
1119,-124.994,6.57982,1757.45,-115.987,9.88918,1734.39,-134.049,19.0233,1738.84,43.2387,8.3607,1752.73,46.516,10.5473,1733.84,30.4374,22.2149,1744.78
1120,-121.812,6.5196,1755.97,-112.871,9.93595,1732.92,-131.08,18.9515,1737.39,45.3839,8.463,1752.07,48.6467,10.5053,1733.13,31.7499,21.8337,1744.27
1121,-118.783,6.47959,1754.49,-109.909,9.95665,1731.42,-128.104,18.8832,1735.98,47.1292,8.32074,1751.46,50.2941,10.2674,1732.61,34.2791,22.1126,1743.39
1122,-115.733,6.49676,1753.03,-106.985,9.9527,1729.98,-125.108,19.2184,1734.44,49.0734,8.27028,1750.76,52.5207,10.2986,1731.87,36.5734,22.2677,1742.62
1123,-112.806,6.5081,1751.57,-104.183,9.93665,1728.44,-122.155,19.2057,1733.06,51.1092,8.36225,1750,54.4611,10.1882,1731.01,38.3155,22.3773,1741.68
1124,-109.749,6.56661,1750.11,-101.213,10.0625,1727.3,-119.297,19.2863,1732.04,52.8282,8.53405,1748.99,56.5303,10.2873,1729.92,40.9558,22.696,1740.73
1125,-106.789,6.50995,1748.71,-98.4074,9.99942,1725.9,-116.291,19.1773,1730.58,55.5638,9.04586,1748,58.6354,10.5521,1728.92,43.0517,23.0484,1739.84
1126,-103.724,6.46523,1747.24,-95.4321,10.0466,1723.98,-113.594,18.9371,1729.24,57.0802,9.2212,1747,60.6276,10.8379,1727.88,45.2435,23.4623,1738.77
1127,-100.8,6.3265,1745.86,-92.5117,10.0217,1722.53,-110.632,18.9824,1727.81,59.3278,9.71021,1745.97,63.2545,11.3645,1726.75,47.7247,24.0767,1737.63
1128,-97.7809,6.24094,1744.45,-89.7363,9.81725,1721.1,-107.778,19.0199,1726.34,61.7922,10.3006,1744.89,65.0609,11.6398,1725.7,49.784,24.6386,1736.37
1129,-94.89,6.06817,1743.03,-87.3909,9.12036,1719.66,-104.665,18.844,1724.56,64.2311,11.1843,1743.64,67.2423,12.1632,1724.55,51.8546,25.2706,1735.24
1130,-92.0472,5.89714,1741.58,-84.607,8.92078,1718.21,-102.166,18.7831,1723.36,66.4642,11.813,1742.56,69.3461,12.8102,1723.35,54.5102,26.0174,1734.19
1131,-89.24,5.68722,1740.12,-81.8842,8.81813,1716.68,-99.5708,18.6433,1722.17,67.676,12.2349,1741.77,71.2975,13.3738,1722.29,56.7654,26.7798,1733.2
1132,-86.4002,5.52598,1738.78,-79.1644,8.74913,1715.26,-96.9334,18.214,1720.84,70.5138,13.2349,1740.6,73.6606,14.2003,1721.35,58.5326,27.5247,1732
1133,-83.5913,5.30427,1737.4,-76.6295,8.20864,1713.92,-94.1319,17.987,1719.65,72.7762,14.1151,1739.62,75.6373,14.9419,1720.33,61.0581,28.567,1730.92
1134,-80.7218,5.03079,1736.07,-73.4326,8.82064,1712.55,-91.4586,17.5327,1718.41,74.2284,14.7526,1738.83,77.5963,15.6839,1719.34,62.9786,29.3701,1730.14
1135,-77.9112,4.74652,1734.72,-71.1676,8.01968,1711.21,-88.8202,17.1645,1717,77.179,16.1553,1737.77,79.5812,16.5465,1718.26,64.7484,30.1073,1729.17
1136,-75.1943,4.39049,1733.35,-68.4873,7.9711,1709.94,-86.2622,16.8476,1715.72,78.9937,17.0063,1737.05,81.4331,17.3579,1717.57,67.1263,31.2448,1728.39
1137,-72.4949,4.04601,1731.99,-65.9212,7.6104,1708.53,-83.6803,16.647,1714.51,80.9583,18.0145,1736.33,83.3084,18.3068,1716.84,69.5847,32.5919,1727.55
1138,-69.7864,3.56292,1730.7,-63.2878,7.35661,1707.12,-81.0849,16.2258,1713.15,82.7563,19.0098,1735.74,85.1958,19.2718,1716.31,71.8696,33.8023,1726.89
1139,-64.5919,2.64686,1728.43,-58.2125,6.62493,1704.45,-76.0663,15.1152,1710.7,84.5594,20.0259,1735.05,86.57,20.0574,1715.67,73.2458,34.4992,1726.41
1140,-62.0117,2.13917,1727.2,-55.7797,6.28544,1703.1,-73.5729,14.5273,1709.53,86.4363,21.2939,1734.7,88.7594,21.2859,1715.19,74.8158,35.7094,1725.71
1141,-59.284,1.69297,1725.92,-53.2909,5.6673,1701.71,-71.146,13.9099,1708.34,87.8932,22.3998,1734.11,89.9208,22.1987,1714.78,76.6709,36.8823,1725.19
